CustomerID,Total_Bill_Size,First_Purchase,Last_Purchase,Most_Common_Location,Top_Item,Purchase_Interval_Days,Total_Bill_Scaled,Purchase_Interval_Scaled,Cluster,Recency,Frequency,Monetary,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,GMM_Cluster
12358.0,1168.06,2011-07-12 10:04:00,2011-12-08 10:26:00,Austria,22059,149,-0.08887365533462371,0.11754952397835279,0,2,2,1168.06,-0.8937332316580672,-0.329362146223227,-0.08887365533462371,0
12359.0,6245.53,2011-01-12 12:43:00,2011-12-02 11:21:00,Cyprus,22423,323,0.5289432988078048,1.4274918703784745,1,8,6,6245.53,-0.8341821931836119,0.09900950431610024,0.5289432988078048,2
12360.0,2662.06,2011-05-23 09:43:00,2011-10-18 15:22:00,Austria,23008,148,0.09291344128806202,0.11002111968869692,0,52,3,2662.06,-0.39747457770427286,-0.2222692335883952,0.09291344128806202,2
12361.0,189.9,2011-02-25 13:51:00,2011-02-25 13:51:00,Belgium,22630,0,-0.20789431559730528,-1.0041827151803722,0,287,1,189.9,1.9349410958785604,-0.4364550588580588,-0.20789431559730528,0
12362.0,5154.58,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,POST,292,0.39619856449688173,1.1941113373991425,1,3,13,5154.58,-0.8838080585789913,0.8486598927599229,0.39619856449688173,2
12363.0,552.0,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,20685,132,-0.16383467189779088,-0.010433348945797035,0,110,2,552.0,0.17818546088212855,-0.329362146223227,-0.16383467189779088,0
12364.0,1313.1,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,POST,104,-0.07122546223278012,-0.22122866905616145,0,8,4,1313.1,-0.8341821931836119,-0.11517632095356338,-0.07122546223278012,2
12365.0,320.69,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,M,0,-0.19198003556565799,-1.0041827151803722,0,291,3,320.69,1.9746417881948641,-0.2222692335883952,-0.19198003556565799,0
12367.0,168.9,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,85227,0,-0.21044955591127879,-1.0041827151803722,0,4,1,168.9,-0.8738828854999153,-0.4364550588580588,-0.21044955591127879,0
12370.0,3545.69,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,22749,309,0.2004318697945572,1.3220942103232924,1,51,4,3545.69,-0.4073997507833487,-0.11517632095356338,0.2004318697945572,2
12371.0,1887.96,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,22915,14,-0.0012775838094085412,-0.8987850551251899,0,45,2,1887.96,-0.46695078925780403,-0.329362146223227,-0.0012775838094085412,2
12372.0,1298.04,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,22630,224,-0.07305793457222969,0.6821798457025432,1,72,3,1298.04,-0.19897111612275512,-0.2222692335883952,-0.07305793457222969,2
12373.0,364.6,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,20713,0,-0.1866371497472496,-1.0041827151803722,0,311,1,364.6,2.1731452497763817,-0.4364550588580588,-0.1866371497472496,0
12374.0,742.9300000000001,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,72741,0,-0.14060267031936424,-1.0041827151803722,0,25,1,742.9300000000001,-0.6654542508393217,-0.4364550588580588,-0.14060267031936424,0
12375.0,455.42,2011-09-02 14:23:00,2011-12-07 11:27:00,Finland,23200,95,-0.17558634377986518,-0.2889843076630643,0,3,3,455.42,-0.8838080585789913,-0.2222692335883952,-0.17558634377986518,0
12377.0,1628.12,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,22540,39,-0.032894423960973924,-0.7105749478837932,0,315,2,1628.12,2.2128459420926854,-0.329362146223227,-0.032894423960973924,0
12378.0,4008.62,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,22747,0,0.25676031734445004,-1.0041827151803722,0,130,1,4008.62,0.37668892246364627,-0.4364550588580588,0.25676031734445004,2
12379.0,850.29,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,POST,88,-0.12753930840945024,-0.3416831376906554,0,82,3,850.29,-0.09971938533199626,-0.2222692335883952,-0.12753930840945024,0
12380.0,2720.56,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,POST,164,0.10003161073413103,0.23047558832319087,1,22,5,2720.56,-0.6952297700765494,-0.008083408318731574,0.10003161073413103,2
12381.0,1803.96,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,POST,115,-0.011498545065302518,-0.13841622186994687,0,5,6,1803.96,-0.8639577124208395,0.09900950431610024,-0.011498545065302518,2
12383.0,1839.31,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,POST,167,-0.0071972238701138135,0.2530608011921585,1,185,6,1839.31,0.92257344181282,0.09900950431610024,-0.0071972238701138135,2
12384.0,566.16,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,23173,92,-0.1621117098575116,-0.3115695205320319,0,29,3,566.16,-0.6257535585230182,-0.2222692335883952,-0.1621117098575116,0
12386.0,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,22567,29,-0.18209855623719193,-0.7858589907803518,0,338,2,401.9,2.4411249229114307,-0.329362146223227,-0.18209855623719193,0
12388.0,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,47566,311,0.10734446515650278,1.3371510189026041,1,16,6,2780.66,-0.7547808085510047,0.09900950431610024,0.10734446515650278,2
12390.0,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,23126,0,-0.16409749661579962,-1.0041827151803722,0,80,1,549.84,-0.11956973149014803,-0.4364550588580588,-0.16409749661579962,0
12391.0,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,23048,0,-0.17492076451713018,-1.0041827151803722,0,22,1,460.89,-0.6952297700765494,-0.4364550588580588,-0.17492076451713018,0
12393.0,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,20726,260,-0.03843321153678692,0.9532024001301546,1,72,4,1582.6000000000001,-0.19897111612275512,-0.11517632095356338,-0.03843321153678692,2
12394.0,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,POST,153,-0.07616802706866599,0.1476631411369763,0,64,2,1272.48,-0.2783725007553622,-0.329362146223227,-0.07616802706866599,2
12395.0,2998.28,2010-12-03 16:35:00,2011-11-24 12:20:00,Belgium,POST,355,0.13382405549587958,1.6684008076474623,1,16,15,2998.28,-0.7547808085510047,1.0628457180295867,0.13382405549587958,2
12397.0,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,22423,99,0.062231089022749826,-0.25887069050444084,0,36,2,2409.9,-0.556277346969487,-0.329362146223227,0.062231089022749826,2
12398.0,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,21125,0,-0.03197697101014726,-1.0041827151803722,0,46,1,1635.6599999999999,-0.45702561617872817,-0.4364550588580588,-0.03197697101014726,2
12399.0,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,POST,142,-0.0961025518609649,0.06485069395076169,0,119,4,1108.65,0.2675120185938115,-0.11517632095356338,-0.0961025518609649,0
12401.0,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,15056BL,0,-0.2207435240332863,-1.0041827151803722,0,303,1,84.3,2.0937438651437748,-0.4364550588580588,-0.2207435240332863,0
12402.0,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,20712,0,-0.20355040706355035,-1.0041827151803722,0,323,1,225.6,2.2922473267252923,-0.4364550588580588,-0.20355040706355035,0
12403.0,409.7,2011-10-21 10:51:00,2011-10-21 11:00:00,Denmark,POST,0,-0.18114946697771606,-1.0041827151803722,0,50,2,409.7,-0.4173249238624246,-0.329362146223227,-0.18114946697771606,0
12405.0,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,23241,0,-0.022883965835707266,-1.0041827151803722,0,149,1,1710.39,0.5652672109660881,-0.4364550588580588,-0.022883965835707266,2
12406.0,3280.75,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,22311,161,0.16819447128102682,0.20789037545422326,1,22,3,3280.75,-0.6952297700765494,-0.2222692335883952,0.16819447128102682,2
12407.0,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,POST,214,-0.02316017514583678,0.6068958028059844,1,50,5,1708.1200000000001,-0.4173249238624246,-0.008083408318731574,-0.02316017514583678,2
12408.0,2842.57,2011-03-24 14:46:00,2011-11-07 12:30:00,Belgium,POST,227,0.11487755695831706,0.7047650585715108,1,33,9,2842.57,-0.5860528662067147,0.4202882422205957,0.11487755695831706,2
12409.0,11056.93,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,23298,103,1.114385358172189,-0.22875707334581732,0,79,7,11056.93,-0.1294949045692239,0.20610241695093204,1.114385358172189,2
12410.0,681.0799999999999,2011-02-04 10:38:00,2011-02-11 15:47:00,Switzerland,21218,7,-0.14812846143456715,-0.951483885152781,0,301,3,681.0799999999999,2.073893518985623,-0.2222692335883952,-0.14812846143456715,0
12412.0,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,POST,94,-0.08171654889329413,-0.29651271195272016,0,75,3,1226.88,-0.16919559688552746,-0.2222692335883952,-0.08171654889329413,0
12413.0,694.15,2011-01-06 16:12:00,2011-10-04 09:00:00,France,85099B,270,-0.14653812853439413,1.0284864430267133,1,67,5,694.15,-0.24859698151813456,-0.008083408318731574,-0.14653812853439413,2
12414.0,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,POST,93,-0.16256800277072117,-0.30404111624237606,0,217,3,562.41,1.2401789803432484,-0.2222692335883952,-0.16256800277072117,0
12415.0,123725.45,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,22720,313,14.82367794958785,1.3522078274819158,2,24,26,123725.45,-0.6753794239183977,2.2408677570127367,14.82367794958785,1
12417.0,3578.8,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,POST,354,0.20446063202292208,1.6608724033578066,1,3,12,3578.8,-0.8838080585789913,0.7415669801250911,0.20446063202292208,2
12418.0,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,22547,0,-0.1496494378119323,-1.0041827151803722,0,113,1,668.58,0.2079609801193562,-0.4364550588580588,-0.1496494378119323,0
12420.0,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,22066,0,-0.15794666814573483,-1.0041827151803722,0,64,1,600.39,-0.2783725007553622,-0.4364550588580588,-0.15794666814573483,0
12421.0,806.27,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,POST,303,-0.13289557881997946,1.2769237845853572,1,16,5,806.27,-0.7547808085510047,-0.008083408318731574,-0.13289557881997946,2
12422.0,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,20728,229,-0.1332253264985922,0.7198218671508225,1,96,3,803.5600000000001,0.03923303777506615,-0.2222692335883952,-0.1332253264985922,0
12423.0,1849.11,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,POST,352,-0.006004778390259522,1.645815594778495,1,1,9,1849.11,-0.903658404737143,0.4202882422205957,-0.006004778390259522,2
12424.0,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,22583,0,-0.01673070380343872,-1.0041827151803722,0,163,2,1760.96,0.7042196340731505,-0.329362146223227,-0.01673070380343872,2
12425.0,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,20723,0,-0.1364327614831799,-1.0041827151803722,0,78,1,777.2,-0.1394200776482998,-0.4364550588580588,-0.1364327614831799,0
12426.0,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,20665,0,-0.16009550357167635,-1.0041827151803722,0,195,1,582.73,1.021825172603579,-0.4364550588580588,-0.16009550357167635,0
12427.0,708.37,2010-12-03 10:44:00,2011-11-28 10:48:00,Germany,POST,360,-0.1448078658075035,1.706042829095742,1,12,5,708.37,-0.7944815008673083,-0.008083408318731574,-0.1448078658075035,2
12428.0,7877.2,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,POST,257,0.7274818208602396,0.930617187261187,1,26,12,7877.2,-0.6555290777602458,0.7415669801250911,0.7274818208602396,2
12429.0,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,22727,356,0.2253405957313912,1.6759292119371183,1,9,4,3750.4,-0.8242570201045359,-0.11517632095356338,0.2253405957313912,2
12430.0,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,23144,0,-0.19980272126972257,-1.0041827151803722,0,43,1,256.4,-0.4868011354159558,-0.4364550588580588,-0.19980272126972257,0
12431.0,6416.39,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,22727,338,0.549733220714734,1.5404179347233127,1,36,18,6416.39,-0.556277346969487,1.384124455934082,0.549733220714734,2
12432.0,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,22371,129,0.3846075077202572,-0.03301856181476465,0,43,5,5059.32,-0.4868011354159558,-0.008083408318731574,0.3846075077202572,2
12433.0,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,22114,372,1.396549595014365,1.7963836805716122,1,1,7,13375.87,-0.903658404737143,0.20610241695093204,1.396549595014365,1
12434.0,765.19,2010-12-14 11:12:00,2011-09-16 12:38:00,Australia,22232,276,-0.13789411558655235,1.0736568687646486,1,85,4,765.19,-0.0699438660947686,-0.11517632095356338,-0.13789411558655235,0
12435.0,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,20713,188,0.721725229467188,0.4111572912749318,1,80,2,7829.89,-0.11956973149014803,-0.329362146223227,0.721725229467188,2
12436.0,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,22965,0,-0.16906561385482521,-1.0041827151803722,0,100,1,509.01,0.0789337300913697,-0.4364550588580588,-0.16906561385482521,0
12437.0,4896.66,2011-01-12 14:13:00,2011-12-08 11:35:00,France,POST,329,0.3648153463168797,1.4726622961164098,1,2,19,4896.66,-0.8937332316580672,1.4912173685689138,0.3648153463168797,2
12438.0,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,22554,125,0.1226990258812797,-0.06313217897338814,0,14,2,2906.85,-0.7746311547091566,-0.329362146223227,0.1226990258812797,2
12441.0,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,France,22710,0,-0.20988375269889895,-1.0041827151803722,0,367,1,173.55,2.7289549422046315,-0.4364550588580588,-0.20988375269889895,0
12442.0,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,21974,0,-0.21006505308308088,-1.0041827151803722,0,3,1,172.06,-0.8838080585789913,-0.4364550588580588,-0.21006505308308088,0
12444.0,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,22847,149,0.37805392470546617,0.11754952397835279,1,21,5,5005.46,-0.7051549431556253,-0.008083408318731574,0.37805392470546617,2
12445.0,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,85034B,0,-0.21476912882299587,-1.0041827151803722,0,22,1,133.4,-0.6952297700765494,-0.4364550588580588,-0.21476912882299587,0
12446.0,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,21238,0,-0.10904180209848592,-1.0041827151803722,0,58,1,1002.3100000000001,-0.3379235392298175,-0.4364550588580588,-0.10904180209848592,2
12447.0,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,20712,0,-0.17302258599817844,-1.0041827151803722,0,243,1,476.49,1.4982334803992214,-0.4364550588580588,-0.17302258599817844,0
12448.0,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,22557,0,-0.17631276209769478,-1.0041827151803722,0,44,1,449.45,-0.4768759623368799,-0.4364550588580588,-0.17631276209769478,0
12449.0,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,22625,164,0.26389917206925123,0.23047558832319087,1,22,4,4067.29,-0.6952297700765494,-0.11517632095356338,0.26389917206925123,2
12450.0,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,23209,17,-0.20692332427799537,-0.8761998422562224,0,156,2,197.88,0.6347434225196193,-0.329362146223227,-0.20692332427799537,0
12451.0,8933.52,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,22551,313,0.8560128422153102,1.3522078274819158,1,11,6,8933.52,-0.8044066739463842,0.09900950431610024,0.8560128422153102,1
12452.0,428.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,POST,0,-0.17885340103844558,-1.0041827151803722,0,17,3,428.57,-0.7448556354719289,-0.2222692335883952,-0.17885340103844558,0
12453.0,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,22557,0,-0.1449636137885457,-1.0041827151803722,0,134,1,707.09,0.4163896147799498,-0.4364550588580588,-0.1449636137885457,0
12454.0,5.684341886080802e-14,2011-10-14 17:13:00,2011-10-17 15:07:00,Spain,82494L,2,-0.23100098872223704,-0.9891259066010604,0,53,2,5.684341886080802e-14,-0.38754940462519694,-0.329362146223227,-0.23100098872223704,0
12455.0,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,POST,223,0.06916187417912746,0.6746514414128874,1,73,6,2466.86,-0.18904594304367922,0.09900950431610024,0.06916187417912746,2
12456.0,3153.89,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,22551,210,0.15275838622242313,0.576782185647361,1,44,4,3153.89,-0.4768759623368799,-0.11517632095356338,0.15275838622242313,2
12457.0,1917.78,2011-04-14 18:57:00,2011-10-12 13:46:00,Switzerland,22636,180,0.002350857436433813,0.3509300569576848,1,58,12,1917.78,-0.3379235392298175,0.7415669801250911,0.002350857436433813,2
12458.0,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,20728,213,-0.11572314712897568,0.5993673985163286,1,71,2,947.4,-0.208896289201831,-0.329362146223227,-0.11572314712897568,0
12461.0,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,84879,60,-0.13038779296897976,-0.5524784578010198,0,94,2,826.88,0.019382691616914378,-0.329362146223227,-0.13038779296897976,0
12462.0,1124.01,2011-02-09 14:44:00,2011-12-07 14:02:00,Spain,37449,300,-0.09423357608845859,1.2543385717163895,1,2,4,1124.01,-0.8937332316580672,-0.11517632095356338,-0.09423357608845859,0
12463.0,1303.63,2011-04-12 12:47:00,2011-10-24 13:43:00,Belgium,POST,195,-0.07237775393627195,0.4638561213025229,1,46,7,1303.63,-0.45702561617872817,0.20610241695093204,-0.07237775393627195,2
12464.0,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,POST,299,-0.08352103526740019,1.2468101674267336,1,10,8,1212.05,-0.81433184702546,0.31319532958576385,-0.08352103526740019,2
12465.0,733.89,2011-06-23 13:37:00,2011-12-02 11:34:00,Belgium,22628,161,-0.14170264043547476,0.20789037545422326,1,8,3,733.89,-0.8341821931836119,-0.2222692335883952,-0.14170264043547476,0
12468.0,724.0400000000001,2011-01-27 13:29:00,2011-07-19 13:42:00,Germany,22352,173,-0.1429011698208385,0.29823122693009374,1,143,3,724.0400000000001,0.5057161724916328,-0.2222692335883952,-0.1429011698208385,0
12471.0,18740.92,2010-12-02 10:37:00,2011-12-07 15:43:00,Germany,POST,370,2.0493587400850077,1.7813268719923006,1,2,49,18740.92,-0.8937332316580672,4.704004747613868,2.0493587400850077,1
12472.0,6229.48,2010-12-01 14:33:00,2011-11-09 11:33:00,Germany,22467,342,0.5269903651392679,1.570531551881936,1,31,13,6229.48,-0.6059032123648664,0.8486598927599229,0.5269903651392679,2
12473.0,2848.23,2011-06-01 10:15:00,2011-11-10 13:48:00,Germany,M,162,0.11556625506198799,0.21541877974387913,1,29,9,2848.23,-0.6257535585230182,0.4202882422205957,0.11556625506198799,2
12474.0,7116.47,2010-12-06 12:00:00,2011-11-22 14:39:00,Germany,POST,351,0.6349176320959988,1.638287190488839,1,17,30,7116.47,-0.7448556354719289,2.669239407552064,0.6349176320959988,1
12475.0,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,23310,0,-0.14298147737356343,-1.0041827151803722,0,54,1,723.38,-0.37762423154612107,-0.4364550588580588,-0.14298147737356343,0
12476.0,6546.58,2010-12-13 14:37:00,2011-12-08 14:08:00,Germany,POST,359,0.5655744938802676,1.698514424806086,1,1,20,6546.58,-0.903658404737143,1.5983102812037457,0.5655744938802676,2
12477.0,13117.01,2011-02-01 11:09:00,2011-11-17 09:51:00,Germany,22212,288,1.365051999410785,1.163997720240519,1,23,9,13117.01,-0.6853045969974735,0.4202882422205957,1.365051999410785,1
12478.0,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,POST,0,-0.14813941246448417,-1.0041827151803722,0,4,1,680.99,-0.8738828854999153,-0.4364550588580588,-0.14813941246448417,0
12479.0,477.3,2011-11-28 13:26:00,2011-12-06 09:25:00,Germany,20979,7,-0.17292402672892518,-0.951483885152781,0,4,3,477.3,-0.8738828854999153,-0.2222692335883952,-0.17292402672892518,0
12480.0,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,21481,307,0.16830154801799335,1.3070374017439805,1,28,4,3281.63,-0.6356787316020941,-0.11517632095356338,0.16830154801799335,2
12481.0,5590.86,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,POST,342,0.449284290410232,1.570531551881936,1,23,11,5590.86,-0.6853045969974735,0.6344740674902593,0.449284290410232,2
12483.0,2327.13,2011-01-04 14:20:00,2011-11-22 17:03:00,Sweden,POST,322,0.052159791842388586,1.4199634660888187,1,17,13,2327.13,-0.7448556354719289,0.8486598927599229,0.052159791842388586,2
12484.0,4495.27,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,POST,303,0.3159749696680311,1.2769237845853572,1,33,8,4495.27,-0.5860528662067147,0.31319532958576385,0.3159749696680311,2
12488.0,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,22175,65,-0.07298249414391235,-0.5148364363527405,0,10,3,1298.66,-0.81433184702546,-0.2222692335883952,-0.07298249414391235,2
12489.0,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France,POST,0,-0.19024733927656357,-1.0041827151803722,0,336,1,334.93,2.421274576753279,-0.4364550588580588,-0.19024733927656357,0
12490.0,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,France,POST,324,0.4282424948152113,1.4350202746681304,1,5,10,5417.93,-0.8639577124208395,0.5273811548554275,0.4282424948152113,2
12491.0,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,20973,0,-0.17498038679112288,-1.0041827151803722,0,39,1,460.40000000000003,-0.5265018277322594,-0.4364550588580588,-0.17498038679112288,0
12492.0,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,POST,42,-0.198974093339334,-0.6879897350148255,0,63,2,263.21000000000004,-0.2882976738344381,-0.329362146223227,-0.198974093339334,0
12493.0,416.79,2011-05-26 14:53:00,2011-06-27 10:17:00,France,23206,31,-0.18028676917647452,-0.7708021822010401,0,166,3,416.79,0.7339951533103781,-0.2222692335883952,-0.18028676917647452,0
12494.0,1139.3500000000001,2010-12-09 11:31:00,2011-11-30 09:21:00,France,POST,355,-0.09236703387815604,1.6684008076474623,1,10,13,1139.3500000000001,-0.81433184702546,0.8486598927599229,-0.09236703387815604,2
12497.0,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,22632,0,-0.10407855198386791,-1.0041827151803722,0,82,1,1043.1,-0.09971938533199626,-0.4364550588580588,-0.10407855198386791,2
12498.0,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,POST,36,-0.18187953563885131,-0.7331601607527608,0,21,3,403.70000000000005,-0.7051549431556253,-0.2222692335883952,-0.18187953563885131,0
12500.0,4206.27,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,POST,310,0.28080999582334826,1.3296226146129482,1,23,13,4206.27,-0.6853045969974735,0.8486598927599229,0.28080999582334826,2
12501.0,2089.68,2011-01-07 12:28:00,2011-01-28 13:54:00,Germany,21121,21,0.023267324577959686,-0.8460862250975989,0,315,2,2089.68,2.2128459420926854,-0.329362146223227,0.023267324577959686,0
12502.0,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,22423,214,0.22211247546807134,0.6068958028059844,1,96,5,3723.87,0.03923303777506615,-0.008083408318731574,0.22211247546807134,2
12503.0,-1126.0,2011-01-06 11:51:00,2011-01-06 11:51:00,Spain,M,0,-0.368010540795292,-1.0041827151803722,0,338,1,-1126.0,2.4411249229114307,-0.4364550588580588,-0.368010540795292,0
12504.0,114.0,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,22236,12,-0.21712968416066664,-0.9138418637045017,0,18,4,114.0,-0.734930462392853,-0.11517632095356338,-0.21712968416066664,2
12505.0,-4.5,2011-02-11 13:39:00,2011-02-11 13:39:00,Italy,M,0,-0.2315485402180885,-1.0041827151803722,0,301,1,-4.5,2.073893518985623,-0.4364550588580588,-0.2315485402180885,0
12506.0,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,22841,0,-0.2220576476233298,-1.0041827151803722,0,233,1,73.5,1.3989817496084627,-0.4364550588580588,-0.2220576476233298,0
